TABLE_IDENTIFIER;FREQ;REF_SECTOR;COUNTERPART_SECTOR;EXPENDITURE_TYPE;ISC11P_LEVEL;ISC11P_CAT;ISC11P_SUB;STAT_UNIT;INTENSITY
FIN1;A;S14;INST_PRIV;NET_PAY;L4;C5;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L4;_T;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L5;_T;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;_X;_T;_T;EXP;_Z
FIN1;A;S14;INST_PRIV;NET_PAY;_T;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L0;C1;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L0;C2;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L0;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L1;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L2;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L2;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L2;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L3;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L3;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L3;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L4;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L4;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L4;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L5;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;_X;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;NET_PAY;_T;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L0;C1;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L0;C2;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L0;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L1;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L2;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L2;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L2;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L3;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L3;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L3;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L4;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L4;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L4;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L5;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;_X;_T;_T;EXP;_Z
FIN1;A;S14;INST_T;ASERV;_T;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L0;C1;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L0;C2;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L0;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L1;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L2;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L2;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L2;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L3;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L3;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L3;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L5;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;_X;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_DIR;_T;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L0;C1;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L0;C2;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L0;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L1;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L2;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L2;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L2;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L3;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L3;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L3;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L5;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;_X;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;GD_IND;_T;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L0;C1;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L0;C2;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L0;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L1;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L2;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L2;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L2;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L3;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L3;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L3;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L5;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;_X;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;TUT;_T;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L0;C1;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L0;C2;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L0;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L1;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L2;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L2;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L2;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L3;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L3;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L3;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L5;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;_X;_T;_T;EXP;_Z
FIN1;A;S14;OUT_INST_T;PAY;_T;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L0;C1;_T;EXP;_Z
FIN1;A;S14;_T;_T;L0;C2;_T;EXP;_Z
FIN1;A;S14;_T;_T;L0;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L1;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L2;C4;_T;EXP;_Z
FIN1;A;S14;_T;_T;L2;C5;_T;EXP;_Z
FIN1;A;S14;_T;_T;L2;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L3;C4;_T;EXP;_Z
FIN1;A;S14;_T;_T;L3;C5;_T;EXP;_Z
FIN1;A;S14;_T;_T;L3;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L4;C4;_T;EXP;_Z
FIN1;A;S14;_T;_T;L4;C5;_T;EXP;_Z
FIN1;A;S14;_T;_T;L4;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L3_4;C4;_T;EXP;_Z
FIN1;A;S14;_T;_T;L3_4;C5;_T;EXP;_Z
FIN1;A;S14;_T;_T;L3_4;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L5;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L6T8;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L5T8;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;L5T8;C4;_T;EXP;_Z
FIN1;A;S14;_T;_T;L5T8;C5;_T;EXP;_Z
FIN1;A;S14;_T;_T;_X;_T;_T;EXP;_Z
FIN1;A;S14;_T;_T;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L0;C2;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L0;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L1;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L2;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L2;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L2;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L3;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L3;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L3;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L5;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;_X;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PUB;PAY;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L0;C2;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L0;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L1;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L2;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L2;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L2;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L3;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L3;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L3;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L5;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;_X;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_GOV;PAY;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L0;C2;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L0;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L1;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L2;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L2;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L2;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L3;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L3;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L3;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L5;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;_X;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV_IND;PAY;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L0;C2;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L0;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L1;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L2;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L2;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L2;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L3;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L3;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L3;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L5;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;_X;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_PRIV;PAY;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L0;C2;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L0;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L1;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L2;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L2;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L2;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L3;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L3;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L3;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L3_4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L3_4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L3_4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L5;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L6T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L5T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L5T8;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;L5T8;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;_X;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;PAY;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L0;C2;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L0;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L1;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L2;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L2;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L2;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L3;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L3;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L3;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L3_4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L3_4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L3_4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L5;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L6T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L5T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L5T8;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;L5T8;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;_X;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ED_ACT;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L0;C2;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L0;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L1;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L2;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L2;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L2;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L3;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L3;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L3;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L3_4;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L3_4;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L3_4;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L5;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L6T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L5T8;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L5T8;C4;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;L5T8;C5;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;_X;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;ASERV;_T;_T;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;RD;L0;C1;_T;EXP;_Z
FIN1;A;S1D_0;INST_T;RD;L0;C2;_T;EXP;_Z
