TABLE_IDENTIFIER;FREQ;REF_SECTOR;EDU_TYPE;ISC11P_LEVEL;ISC11P_CAT;ISC11P_SUB;GRADE;FIELD;INTENSITY;COUNTRY_ORIGIN;COUNTRY_CITIZENSHIP;SEX;AGE;STAT_UNIT;UNIT_MEASURE
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y23;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y24;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y25;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y26;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y27;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y28;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y29;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y30;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y31;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y32;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y33;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L0;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L1;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L2;C4;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L2;C5;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L2;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L3;C4;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L3;C5;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L3;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L4;C4;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L4;C5;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L4;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L5;C4;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L5;C5;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L5;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L6;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L6;C4;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L6;C5;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L7;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L7;C4;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L7;C5;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L8;_T;_T;_T;_T;PT;W0;W0;F;Y34;STU;PER
ENRL3;A;INST_T;_T;L0;C1;_T;_T;_T;PT;W0;W0;F;Y35;STU;PER
ENRL3;A;INST_T;_T;L0;C2;_T;_T;_T;PT;W0;W0;F;Y35;STU;PER
